Code,Site,Trap,Position,Distance,Quality,Sky
DSC06358,PMC,5,W,2.5,,overcast
DSC06359,PMC,5,W,5,,overcast
DSC06360,blank,blank,blank,blank,,overcast
DSC06361,PMC,8,C,0,,overcast
DSC06362,PMC,8,N,2.5,,overcast
DSC06363,PMC,8,N,5,,overcast
DSC06364,PMC,8,E,2.5,,overcast
DSC06365,PMC,8,E,5,,overcast
DSC06366,PMC,8,S,2.5,,overcast
DSC06367,PMC,8,S,5,,overcast
DSC06368,PMC,8,W,2.5,,overcast
DSC06369,PMC,8,W,5,,overcast
DSC06370,blank,blank,blank,blank,,overcast
DSC06371,PMC,7,C,0,,overcast
DSC06372,PMC,7,N,2.5,,overcast
DSC06373,PMC,7,N,5,,overcast
DSC06374,PMC,7,E,2.5,,overcast
DSC06375,PMC,7,E,5,,overcast
DSC06376,PMC,7,S,2.5,,overcast
DSC06377,PMC,7,S,5,,overcast
DSC06378,PMC,7,W,2.5,,overcast
DSC06379,PMC,7,W,5,,overcast
DSC06380,blank,blank,blank,blank,,overcast
DSC06381,MCK,1,C,0,,overcast
DSC06382,MCK,1,N,2.5,,overcast
DSC06383,MCK,1,N,5,,overcast
DSC06384,MCK,1,E,2.5,,overcast
DSC06385,MCK,1,E,5,,overcast
DSC06386,MCK,1,S,2.5,,overcast
DSC06387,MCK,1,S,5,,overcast
DSC06388,MCK,1,W,2.5,,overcast
DSC06389,MCK,1,W,5,,overcast
DSC06390,blank,blank,blank,blank,,overcast
DSC06391,MCK,2,C,0,,overcast
DSC06392,MCK,2,N,2.5,,overcast
DSC06393,MCK,2,N,5,,overcast
DSC06394,MCK,2,E,2.5,,overcast
DSC06395,MCK,2,E,5,,overcast
DSC06396,MCK,2,S,2.5,,overcast
DSC06397,MCK,2,S,5,,overcast
DSC06398,MCK,2,W,2.5,,partly cloudy
DSC06399,MCK,2,W,5,,partly cloudy
DSC06400,blank,blank,blank,blank,,partly cloudy
DSC06401,MCK,3,C,0,,partly cloudy
DSC06402,MCK,3,N,2.5,,partly cloudy
DSC06403,MCK,3,N,5,,partly cloudy
DSC06404,MCK,3,E,2.5,,partly cloudy
DSC06405,MCK,3,E,5,,partly cloudy
DSC06406,MCK,3,S,2.5,,partly cloudy
DSC06407,MCK,3,S,5,,partly cloudy
DSC06408,MCK,3,W,2.5,,partly cloudy
DSC06409,MCK,3,W,5,,partly cloudy
DSC06410,blank,blank,blank,blank,,partly cloudy
DSC06411,MCK,6,C,0,,partly cloudy
DSC06412,MCK,6,N,2.5,,partly cloudy
DSC06413,MCK,6,N,5,,partly cloudy
DSC06414,MCK,6,E,2.5,,partly cloudy
DSC06415,MCK,6,E,5,,partly cloudy
DSC06416,MCK,6,S,2.5,,partly cloudy
DSC06417,MCK,6,S,5,,partly cloudy
DSC06418,MCK,6,W,2.5,,partly cloudy
DSC06419,MCK,6,W,5,,partly cloudy
DSC06420,blank,blank,blank,blank,,partly cloudy
DSC06421,MCK,4,C,0,,partly cloudy
DSC06422,MCK,4,N,2.5,,partly cloudy
DSC06423,MCK,4,N,5,,partly cloudy
DSC06424,MCK,4,E,2.5,,partly cloudy
DSC06425,MCK,4,E,5,,partly cloudy
DSC06426,MCK,4,S,2.5,,partly cloudy
DSC06427,MCK,4,S,5,,partly cloudy
DSC06428,MCK,4,W,2.5,,partly cloudy
DSC06429,MCK,4,W,5,,partly cloudy
DSC06430,MCK,5,C,0,,partly cloudy
DSC06431,MCK,5,N,2.5,,partly cloudy
DSC06432,MCK,5,N,5,,partly cloudy
DSC06433,MCK,5,E,2.5,,partly cloudy
DSC06434,MCK,5,E,5,,partly cloudy
DSC06435,MCK,5,S,2.5,,partly cloudy
DSC06436,MCK,5,S,5,,partly cloudy
DSC06437,MCK,5,W,2.5,,partly cloudy
DSC06438,MCK,5,W,5,,partly cloudy
DSC06439,blank,blank,blank,blank,,partly cloudy
DSC06440,MCK,10,C,0,,partly cloudy
DSC06441,MCK,10,N,2.5,,partly cloudy
DSC06442,MCK,10,N,5,,partly cloudy
DSC06443,MCK,10,E,2.5,,partly cloudy
DSC06444,MCK,10,E,5,,partly cloudy
DSC06445,MCK,10,S,2.5,,partly cloudy
DSC06446,MCK,10,S,5,,partly cloudy
DSC06447,MCK,10,W,2.5,,clear
DSC06448,MCK,10,W,5,,clear
DSC06449,blank,blank,blank,blank,,clear
DSC06450,MCK,11,C,0,,clear
DSC06451,MCK,11,N,2.5,,clear
DSC06452,MCK,11,N,5,,clear
DSC06453,MCK,11,E,2.5,,clear
DSC06454,MCK,11,E,5,,clear
DSC06455,MCK,11,S,2.5,,clear
DSC06456,MCK,11,S,5,,clear
DSC06457,MCK,11,W,2.5,,clear
DSC06458,MCK,11,W,5,,clear
DSC06459,blank,blank,blank,blank,,clear
DSC06460,KC,10,C,0,,clear
DSC06461,KC,10,N,2.5,,clear
DSC06462,KC,10,N,5,,clear
DSC06463,KC,10,E,2.5,,clear
DSC06464,KC,10,E,5,,clear
DSC06465,KC,10,S,2.5,,clear
DSC06466,KC,10,S,5,,clear
DSC06467,KC,10,W,2.5,,clear
DSC06468,KC,10,W,5,,clear
DSC06469,blank,blank,blank,blank,,clear
DSC06470,KC,1,C,0,,clear
DSC06471,KC,1,N,2.5,,clear
DSC06472,KC,1,N,5,,clear
DSC06473,KC,1,E,2.5,,clear
DSC06474,KC,1,E,5,,clear
DSC06475,KC,1,S,2.5,,clear
DSC06476,KC,1,S,5,,clear
DSC06477,KC,1,W,2.5,,clear
DSC06478,KC,1,W,5,,clear
DSC06479,blank,blank,blank,blank,,clear
DSC06480,KC,2,C,0,,clear
DSC06481,KC,2,N,2.5,,clear
DSC06482,KC,2,N,5,,clear
DSC06483,KC,2,E,2.5,,clear
DSC06484,KC,2,E,5,,clear
DSC06485,KC,2,S,2.5,,clear
DSC06486,KC,2,S,5,,clear
DSC06487,KC,2,W,2.5,,clear
DSC06488,KC,2,W,5,,clear
DSC06489,blank,blank,blank,blank,,clear
DSC06490,KC,3,C,0,,clear
DSC06491,KC,3,N,2.5,,clear
DSC06492,KC,3,N,5,,clear
DSC06493,KC,3,E,2.5,,clear
DSC06494,KC,3,E,5,,clear
DSC06495,KC,3,S,2.5,,clear
DSC06496,KC,3,S,5,,clear
DSC06497,KC,3,W,2.5,,clear
DSC06498,KC,3,W,5,,clear
DSC06499,KC,4,C,0,,clear
DSC06500,KC,4,N,2.5,,clear
DSC06501,KC,4,N,5,,clear
DSC06502,KC,4,E,2.5,,clear
DSC06503,blank,blank,blank,blank,,clear
DSC06504,KC,4,E,5,,clear
DSC06505,KC,4,S,2.5,,clear
DSC06506,KC,4,S,5,,clear
DSC06507,KC,4,W,2.5,,clear
DSC06508,KC,4,W,5,,clear
DSC06509,blank,blank,blank,blank,,clear
DSC06510,KC,5,C,0,,clear
DSC06511,KC,5,N,2.5,,clear
DSC06512,KC,5,N,5,,clear
DSC06513,KC,5,E,2.5,,clear
DSC06514,KC,5,E,5,,clear
DSC06515,KC,5,S,2.5,,clear
DSC06516,KC,5,S,5,,clear
DSC06517,KC,5,W,2.5,,clear
DSC06518,KC,5,W,5,,clear
DSC06519,blank,blank,blank,blank,,clear
DSC06520,KC,6,C,0,,clear
DSC06521,KC,6,N,2.5,,clear
DSC06522,KC,6,N,5,,clear
DSC06523,KC,6,E,2.5,,clear
DSC06524,KC,6,E,5,,clear
DSC06525,KC,6,S,2.5,,clear
DSC06526,KC,6,S,5,,clear
DSC06527,KC,6,W,2.5,,clear
DSC06528,KC,6,W,5,,clear
DSC06529,blank,blank,blank,blank,,clear
DSC06530,KC,9,C,0,,clear
DSC06531,KC,9,N,2.5,,clear
DSC06532,KC,9,N,5,,clear
DSC06533,KC,9,E,2.5,,clear
DSC06534,KC,9,E,5,,clear
DSC06535,KC,9,S,2.5,,clear
DSC06536,KC,9,S,5,,clear
DSC06537,KC,9,W,2.5,,clear
DSC06538,KC,9,W,5,,clear
DSC06539,blank,blank,blank,blank,,clear
DSC06540,KC,7,C,0,,clear
DSC06541,KC,7,N,2.5,,clear
DSC06542,KC,7,N,5,,clear
DSC06543,KC,7,E,2.5,,clear
DSC06544,KC,7,E,5,,clear
DSC06545,KC,7,S,2.5,,clear
DSC06546,KC,7,S,5,,clear
DSC06547,KC,7,W,2.5,,clear
DSC06548,KC,7,W,5,,clear
DSC06549,blank,blank,blank,blank,,clear
DSC06550,KC,8,C,0,,clear
DSC06551,KC,8,N,2.5,,clear
DSC06552,KC,8,N,5,,clear
DSC06553,KC,8,E,2.5,,clear
DSC06554,KC,8,E,5,,clear
DSC06555,KC,8,S,2.5,,clear
DSC06556,KC,8,S,5,,clear
DSC06557,KC,8,W,2.5,,clear
DSC06558,KC,8,W,5,,clear
DSC06559,blank,blank,blank,blank,,clear
DSC06560,FRE,1,C,0,,clear
DSC06561,FRE,1,N,2.5,,clear
DSC06562,FRE,1,N,5,,clear
DSC06563,FRE,1,E,2.5,,clear
DSC06564,FRE,1,E,5,,clear
DSC06565,FRE,1,S,2.5,,clear
DSC06566,FRE,1,S,5,,clear
DSC06567,FRE,1,W,2.5,,clear
DSC06568,FRE,1,W,5,,clear
DSC06569,FRE,2,C,0,,clear
DSC06570,blank,blank,blank,blank,,clear
DSC06571,FRE,2,N,2.5,,clear
DSC06572,FRE,2,N,5,,clear
DSC06573,FRE,2,E,2.5,,clear
DSC06574,FRE,2,E,5,,clear
DSC06575,FRE,2,S,2.5,,clear
DSC06576,FRE,2,S,5,,clear
DSC06577,FRE,2,W,2.5,,clear
DSC06578,FRE,2,W,5,,clear
DSC06579,blank,blank,blank,blank,,clear
DSC06580,FRE,4,C,0,,clear
DSC06581,FRE,4,N,2.5,,clear
DSC06582,FRE,4,N,5,,clear
DSC06583,FRE,4,E,2.5,,clear
DSC06584,FRE,4,E,5,,clear
DSC06585,FRE,4,S,2.5,,clear
DSC06586,FRE,4,S,5,,clear
DSC06587,FRE,4,W,2.5,,clear
DSC06588,FRE,4,W,5,,clear
DSC06589,blank,blank,blank,blank,,clear
DSC06590,FRE,5,C,0,,clear
DSC06591,FRE,5,N,2.5,,clear
DSC06592,FRE,5,N,5,,clear
DSC06593,FRE,5,E,2.5,,clear
DSC06594,FRE,5,E,5,,clear
DSC06595,FRE,5,S,2.5,,clear
DSC06596,FRE,5,S,5,,clear
DSC06597,FRE,5,W,2.5,,clear
DSC06598,FRE,5,W,5,,clear
DSC06599,blank,blank,blank,blank,,clear
DSC06600,BN2,2,C,0,,clear
DSC06601,BN2,2,N,2.5,,clear
DSC06602,BN2,2,N,5,,clear
DSC06603,BN2,2,E,2.5,,clear
DSC06604,BN2,2,E,5,,clear
DSC06605,BN2,2,S,2.5,,clear
DSC06606,BN2,2,S,5,,clear
DSC06607,BN2,2,W,2.5,,clear
DSC06608,BN2,2,W,5,,clear
DSC06609,blank,blank,blank,blank,,clear
DSC06610,BN2,1,C,0,,clear
DSC06611,BN2,1,N,2.5,,clear
DSC06612,BN2,1,N,5,,clear
DSC06613,BN2,1,E,2.5,,clear
DSC06614,BN2,1,E,5,,clear
DSC06615,BN2,1,S,2.5,,clear
DSC06616,BN2,1,S,5,,clear
DSC06617,BN2,1,W,2.5,,clear
DSC06618,BN2,1,W,5,,clear
DSC06619,blank,blank,blank,blank,,clear
DSC06620,BN2,13,C,0,,clear
DSC06621,BN2,13,N,2.5,,clear
DSC06622,BN2,13,N,5,,clear
DSC06623,BN2,13,E,2.5,,clear
DSC06624,BN2,13,E,5,,clear
DSC06625,BN2,13,S,2.5,,clear
DSC06626,BN2,13,S,5,,clear
DSC06627,BN2,13,W,2.5,,clear
DSC06628,BN2,13,W,5,,clear
DSC06629,blank,blank,blank,blank,,clear
DSC06630,BN2,12,C,0,,clear
DSC06631,BN2,12,N,2.5,,clear
DSC06632,BN2,12,N,5,,clear
DSC06633,BN2,12,E,2.5,,clear
DSC06634,BN2,12,E,5,,clear
DSC06635,BN2,12,S,2.5,,clear
DSC06636,BN2,12,S,5,,clear
DSC06637,BN2,12,W,2.5,,clear
DSC06638,BN2,12,W,5,,clear
DSC06639,blank,blank,blank,blank,,clear
DSC06640,BN2,11,C,0,,clear
DSC06641,BN2,11,N,2.5,,clear
DSC06642,BN2,11,N,5,,clear
DSC06643,BN2,11,E,2.5,,clear
DSC06644,BN2,11,E,5,,clear
DSC06645,BN2,11,S,2.5,,clear
DSC06646,BN2,11,S,5,,clear
DSC06647,BN2,11,W,2.5,,clear
DSC06648,BN2,11,W,5,,clear
DSC06649,blank,blank,blank,blank,,clear
DSC06650,BN2,10,C,0,,clear
DSC06651,BN2,10,N,2.5,,clear
DSC06652,BN2,10,N,5,,clear
DSC06653,BN2,10,E,2.5,,clear
DSC06654,BN2,10,E,5,,clear
DSC06655,BN2,10,S,2.5,,clear
DSC06656,BN2,10,S,5,,clear
DSC06657,BN2,10,W,2.5,,clear
DSC06658,BN2,10,W,5,,clear
DSC06659,blank,blank,blank,blank,,clear
DSC06660,BN2,9,C,0,,clear
DSC06661,BN2,9,N,2.5,,clear
DSC06662,BN2,9,N,5,,clear
DSC06663,BN2,9,E,2.5,,clear
DSC06664,BN2,9,E,5,,clear
DSC06665,BN2,9,S,2.5,,clear
DSC06666,BN2,9,S,5,,clear
DSC06667,BN2,9,W,2.5,,clear
DSC06668,BN2,9,W,5,,clear
DSC06669,blank,blank,blank,blank,,clear
DSC06670,BN2,8,C,0,,clear
DSC06671,BN2,8,N,2.5,,clear
DSC06672,BN2,8,N,5,,clear
DSC06673,BN2,8,E,2.5,,clear
DSC06674,BN2,8,E,5,,clear
DSC06675,BN2,8,S,2.5,,clear
DSC06676,BN2,8,S,5,,clear
DSC06677,BN2,8,W,2.5,,clear
DSC06678,BN2,8,W,5,,clear
DSC06679,blank,blank,blank,blank,,clear
DSC06680,BN2,6,C,0,,clear
DSC06681,BN2,6,N,2.5,,clear
DSC06682,BN2,6,N,5,,clear
DSC06683,BN2,6,E,2.5,,clear
DSC06684,BN2,6,E,5,,clear
DSC06685,BN2,6,S,2.5,,clear
DSC06686,BN2,6,S,5,,clear
DSC06687,BN2,6,W,2.5,,clear
DSC06688,BN2,6,W,5,,clear
DSC06689,blank,blank,blank,blank,,clear
DSC06690,BN2,7,C,0,,clear
DSC06691,BN2,7,N,2.5,,clear
DSC06692,BN2,7,N,5,,clear
DSC06693,BN2,7,E,2.5,,clear
DSC06694,BN2,7,E,5,,clear
DSC06695,BN2,7,S,2.5,,clear
DSC06696,BN2,7,S,5,,clear
DSC06697,BN2,7,W,2.5,,clear
DSC06698,BN2,7,W,5,,clear
DSC06699,blank,blank,blank,blank,,clear
DSC06700,BN2,5,C,0,,clear
DSC06701,BN2,5,N,2.5,,clear
DSC06702,BN2,5,N,5,,clear
DSC06703,BN2,5,E,2.5,,clear
DSC06704,BN2,5,E,5,,clear
DSC06705,BN2,5,S,2.5,,clear
DSC06706,BN2,5,S,5,,clear
DSC06707,BN2,5,W,2.5,,clear
DSC06708,BN2,5,W,5,,clear
DSC06709,BN2,4,C,0,,clear
DSC06710,BN2,4,N,2.5,,clear
DSC06711,BN2,4,N,5,,clear
DSC06712,BN2,4,E,2.5,,clear
DSC06713,BN2,4,E,5,,clear
DSC06714,BN2,4,S,2.5,,clear
DSC06715,BN2,4,S,5,,clear
DSC06716,BN2,4,W,2.5,,clear
DSC06717,BN2,4,W,5,,clear
DSC06718,blank,blank,blank,blank,,clear
DSC06719,BN2,3,C,0,,clear
DSC06720,BN2,3,N,2.5,,clear
DSC06721,BN2,3,N,5,,clear
DSC06722,BN2,3,E,2.5,,clear
DSC06723,BN2,3,E,5,,clear
DSC06724,BN2,3,S,2.5,,clear
DSC06725,BN2,3,S,5,,clear
DSC06726,BN2,3,W,2.5,,clear
DSC06727,BN2,3,W,5,,clear
DSC06728,blank,blank,blank,blank,,clear
DSC06729,YU2,1,C,0,,clear
DSC06730,YU2,1,N,2.5,,clear
DSC06731,YU2,1,N,5,,clear
DSC06732,YU2,1,E,2.5,,clear
DSC06733,YU2,1,E,5,,clear
DSC06734,YU2,1,S,2.5,,clear
DSC06735,YU2,1,S,5,,clear
DSC06736,YU2,1,W,2.5,,clear
DSC06737,YU2,1,W,5,,clear
DSC06738,blank,blank,blank,blank,,clear
DSC06739,YU2,2,C,0,,clear
DSC06740,YU2,2,N,2.5,,clear
DSC06741,YU2,2,N,5,,clear
DSC06742,YU2,2,E,2.5,,clear
DSC06743,YU2,2,E,5,,clear
DSC06744,YU2,2,S,2.5,,clear
DSC06745,YU2,2,S,5,,clear
DSC06746,YU2,2,W,2.5,,clear
DSC06747,YU2,2,W,5,,clear
DSC06748,blank,blank,blank,blank,,clear
DSC06749,YU2,3,C,0,,clear
DSC06750,YU2,3,N,2.5,,clear
DSC06751,YU2,3,N,5,,clear
DSC06752,YU2,3,E,2.5,,clear
DSC06753,YU2,3,E,5,,clear
DSC06754,YU2,3,S,2.5,,clear
DSC06755,YU2,3,S,5,,clear
DSC06756,YU2,3,W,2.5,,clear
DSC06757,YU2,3,W,5,,clear
DSC06758,blank,blank,blank,blank,,clear
DSC06759,YU2,4,C,0,,clear
DSC06760,YU2,4,N,2.5,,clear
DSC06761,YU2,4,N,5,,clear
DSC06762,YU2,4,E,2.5,,clear
DSC06763,YU2,4,E,5,,clear
DSC06764,YU2,4,S,2.5,,clear
DSC06765,YU2,4,S,5,,clear
DSC06766,YU2,4,W,2.5,,clear
DSC06767,YU2,4,W,5,,clear
DSC06768,blank,blank,blank,blank,,clear
DSC06769,YU2,5,C,0,,clear
DSC06770,YU2,5,N,2.5,,clear
DSC06771,YU2,5,N,5,,clear
DSC06772,YU2,5,E,2.5,,clear
DSC06773,YU2,5,E,5,,clear
DSC06774,YU2,5,S,2.5,,clear
DSC06775,YU2,5,S,5,,clear
DSC06776,YU2,5,W,2.5,,clear
DSC06777,YU2,5,W,5,,clear
DSC06778,blank,blank,blank,blank,,clear
DSC06779,YU2,6,C,0,,clear
DSC06780,YU2,6,N,2.5,,clear
DSC06781,YU2,6,N,5,,clear
DSC06782,YU2,6,E,2.5,,clear
DSC06783,YU2,6,E,5,,clear
DSC06784,YU2,6,S,2.5,,clear
DSC06785,YU2,6,S,5,,clear
DSC06786,YU2,6,W,2.5,,clear
DSC06787,YU2,6,W,5,,clear
DSC06788,blank,blank,blank,blank,,clear
DSC06789,YU,1,C,0,,clear
DSC06790,YU,1,N,2.5,,clear
DSC06791,YU,1,N,5,,clear
DSC06792,YU,1,E,2.5,,clear
DSC06793,YU,1,E,5,,clear
DSC06794,YU,1,S,2.5,,clear
DSC06795,YU,1,S,5,,clear
DSC06796,YU,1,W,2.5,,clear
DSC06797,YU,1,W,5,,clear
DSC06798,YU,2,C,0,,clear
DSC06799,YU,2,N,2.5,,clear
DSC06800,YU,2,N,5,,clear
DSC06801,YU,2,E,2.5,,clear
DSC06802,YU,2,E,5,,clear
DSC06803,YU,2,S,2.5,,clear
DSC06804,YU,2,S,5,,clear
DSC06805,YU,2,W,2.5,,clear
DSC06806,YU,2,W,5,,clear
DSC06807,blank,blank,blank,blank,,clear
DSC06808,YU,3,C,0,,clear
DSC06809,YU,3,N,2.5,,clear
DSC06810,YU,3,N,5,,clear
DSC06811,YU,3,E,2.5,,clear
DSC06812,YU,3,E,5,,clear
DSC06813,YU,3,S,2.5,,clear
DSC06814,YU,3,S,5,,clear
DSC06815,YU,3,W,2.5,,clear
DSC06816,YU,3,W,5,,clear
DSC06817,blank,blank,blank,blank,,clear
DSC06818,blank,blank,blank,blank,,clear
DSC06819,YU,4,C,0,,clear
DSC06820,YU,4,N,2.5,,clear
DSC06821,YU,4,N,5,,clear
DSC06822,YU,4,E,2.5,,clear
DSC06823,YU,4,E,5,,clear
DSC06824,YU,4,S,2.5,,clear
DSC06825,YU,4,S,5,,clear
DSC06826,YU,4,W,2.5,,clear
DSC06827,YU,4,W,5,,clear
DSC06828,blank,blank,blank,blank,,clear
DSC06829,YU,5,C,0,,clear
DSC06830,YU,5,N,5,,clear
DSC06831,YU,5,N,2.5,,clear
DSC06832,YU,5,E,2.5,,clear
DSC06833,YU,5,E,5,,clear
DSC06834,YU,5,S,2.5,,clear
DSC06835,YU,5,S,5,,clear
DSC06836,YU,5,W,2.5,,clear
DSC06837,YU,5,W,5,,clear
DSC06838,blank,blank,blank,blank,,clear
DSC06839,MCK,12,C,0,,clear
DSC06840,MCK,12,N,2.5,,clear
DSC06841,MCK,12,N,5,,clear
DSC06842,MCK,12,E,2.5,,clear
DSC06843,MCK,12,E,5,,clear
DSC06844,MCK,12,S,2.5,,clear
DSC06845,MCK,12,S,5,,clear
DSC06846,MCK,12,W,2.5,,clear
DSC06847,MCK,12,W,5,,clear
DSC06848,blank,blank,blank,blank,,clear
DSC06849,MCK,13,C,0,,clear
DSC06850,MCK,13,N,2.5,,clear
DSC06851,MCK,13,N,5,,clear
DSC06852,MCK,13,E,2.5,,clear
DSC06853,MCK,13,E,5,,clear
DSC06854,MCK,13,S,2.5,,clear
DSC06855,MCK,13,S,5,,clear
DSC06856,MCK,13,W,2.5,,clear
DSC06857,MCK,13,W,5,,clear
DSC06858,MCK,7,C,0,,clear
DSC06859,MCK,7,N,2.5,,clear
DSC06860,MCK,7,N,5,,clear
DSC06861,MCK,7,E,2.5,,clear
DSC06862,MCK,7,E,5,,clear
DSC06863,MCK,7,S,2.5,,clear
DSC06864,MCK,7,S,5,,clear
DSC06865,MCK,7,W,2.5,,clear
DSC06866,MCK,7,W,5,,clear
DSC06867,blank,blank,blank,blank,,clear
DSC06868,MCK,8,C,0,,clear
DSC06869,MCK,8,N,2.5,,clear
DSC06870,MCK,8,N,5,,clear
DSC06871,MCK,8,E,2.5,,clear
DSC06872,MCK,8,E,5,,clear
DSC06873,MCK,8,S,2.5,,clear
DSC06874,MCK,8,S,5,,clear
DSC06875,MCK,8,W,2.5,,clear
DSC06876,MCK,8,W,5,,clear
DSC06877,blank,blank,blank,blank,,clear
DSC06878,MCK,9,C,0,,clear
DSC06879,MCK,9,N,2.5,,clear
DSC06880,MCK,9,N,5,,clear
DSC06881,MCK,9,E,2.5,,clear
DSC06882,MCK,9,E,5,,clear
DSC06883,MCK,9,S,2.5,,clear
DSC06884,MCK,9,S,5,,clear
DSC06885,MCK,9,W,2.5,,clear
DSC06886,MCK,9,W,5,,clear
DSC06887,blank,blank,blank,blank,,clear
DSC06888,FRE,12,C,0,,clear
DSC06889,FRE,12,N,2.5,,clear
DSC06890,FRE,12,N,5,,clear
DSC06891,FRE,12,E,2.5,,clear
DSC06892,FRE,12,E,5,,clear
DSC06893,FRE,12,S,2.5,,clear
DSC06894,FRE,12,S,5,,clear
DSC06895,FRE,12,W,2.5,,clear
DSC06896,FRE,12,W,5,,clear
DSC06897,blank,blank,blank,blank,,clear
DSC06898,FRE,3,C,0,,clear
DSC06899,FRE,3,N,2.5,,clear
DSC06900,FRE,3,N,5,,clear
DSC06901,blank,blank,blank,blank,,clear
DSC06902,FRE,3,E,2.5,,clear
DSC06903,FRE,3,E,5,,clear
DSC06904,FRE,3,S,2.5,,clear
DSC06905,FRE,3,S,5,,clear
DSC06906,FRE,3,W,2.5,,clear
DSC06907,FRE,3,W,5,,clear
DSC06908,blank,blank,blank,blank,,clear
DSC06909,FRE,7,C,0,,clear
DSC06910,FRE,7,N,2.5,,clear
DSC06911,FRE,7,N,5,,clear
DSC06912,FRE,7,E,2.5,,clear
DSC06913,FRE,7,E,5,,clear
DSC06914,FRE,7,S,2.5,,clear
DSC06915,FRE,7,S,5,,clear
DSC06916,FRE,7,W,2.5,,clear
DSC06917,FRE,7,W,5,,clear
DSC06918,blank,blank,blank,blank,,clear
DSC06919,FRE,6,C,0,,clear
DSC06920,FRE,6,N,2.5,,clear
DSC06921,FRE,6,N,5,,clear
DSC06922,FRE,6,E,2.5,,clear
DSC06923,FRE,6,E,5,,clear
DSC06924,FRE,6,S,2.5,,clear
DSC06925,FRE,6,S,5,,clear
DSC06926,FRE,6,W,2.5,,clear
DSC06927,FRE,6,W,5,,clear
DSC06928,blank,blank,blank,blank,,clear
DSC06929,FRE,9,C,0,,clear
DSC06930,FRE,9,N,2.5,,clear
DSC06931,FRE,9,N,5,,clear
DSC06932,FRE,9,E,2.5,,clear
DSC06933,FRE,9,E,5,,clear
DSC06934,FRE,9,S,2.5,,clear
DSC06935,FRE,9,S,5,,clear
DSC06936,FRE,9,W,2.5,,clear
DSC06937,FRE,9,W,5,,clear
DSC06938,blank,blank,blank,blank,,clear
DSC06939,FRE,10,C,0,,clear
DSC06940,FRE,10,N,2.5,,clear
DSC06941,FRE,10,N,5,,clear
DSC06942,FRE,10,E,2.5,,clear
DSC06943,FRE,10,E,5,,clear
DSC06944,FRE,10,S,2.5,,clear
DSC06945,FRE,10,S,5,,clear
DSC06946,FRE,10,W,2.5,,clear
DSC06947,FRE,10,W,5,,clear
DSC06948,blank,blank,blank,blank,,clear
DSC06949,FRE,11,C,0,,clear
DSC06950,FRE,11,N,2.5,,clear
DSC06951,FRE,11,N,5,,clear
DSC06952,FRE,11,E,2.5,,clear
DSC06953,FRE,11,E,5,,clear
DSC06954,FRE,11,S,2.5,,clear
DSC06955,FRE,11,S,5,,clear
DSC06956,FRE,11,W,2.5,,clear
DSC06957,FRE,11,W,5,,clear
DSC06958,blank,blank,blank,blank,,clear
DSC06959,FRE,8,C,0,,clear
DSC06960,FRE,8,N,2.5,,clear
DSC06961,FRE,8,N,5,,clear
DSC06962,FRE,8,E,2.5,,clear
DSC06963,FRE,8,E,5,,clear
DSC06964,FRE,8,S,2.5,,clear
DSC06965,FRE,8,S,5,,clear
DSC06966,FRE,8,W,2.5,,clear
DSC06967,FRE,8,W,5,,clear
DSC06968,blank,blank,blank,blank,,clear
DSC06969,FRW,4,C,0,,clear
DSC06970,FRW,4,N,2.5,,clear
DSC06971,FRW,4,N,5,,clear
DSC06972,FRW,4,E,2.5,,clear
DSC06973,FRW,4,E,5,,clear
DSC06974,FRW,4,S,2.5,,clear
DSC06975,FRW,4,S,5,,clear
DSC06976,FRW,4,W,2.5,,clear
DSC06977,FRW,4,W,5,,clear
DSC06978,blank,blank,blank,blank,,clear
DSC06979,FRW,1,C,0,,clear
DSC06980,FRW,1,N,2.5,,clear
DSC06981,FRW,1,N,5,,clear
DSC06982,FRW,1,E,2.5,,clear
DSC06983,FRW,1,E,5,,clear
DSC06984,FRW,1,S,2.5,,clear
DSC06985,FRW,1,S,5,,clear
DSC06986,FRW,1,W,2.5,,clear
DSC06987,FRW,1,W,5,,clear
DSC06988,blank,blank,blank,blank,,clear
DSC06989,FRW,2,C,0,,clear
DSC06990,FRW,2,N,2.5,,clear
DSC06991,FRW,2,N,5,,clear
DSC06992,FRW,2,E,2.5,,clear
DSC06993,FRW,2,E,5,,clear
DSC06994,FRW,2,S,2.5,,clear
DSC06995,FRW,2,S,5,,clear
DSC06996,FRW,2,W,2.5,,clear
DSC06997,FRW,2,W,5,,clear
DSC06998,blank,blank,blank,blank,,clear
DSC06999,FRW,3,C,0,,clear
DSC07000,FRW,3,N,2.5,,clear
DSC07001,FRW,3,N,5,,clear
DSC07002,FRW,3,E,2.5,,clear
DSC07003,FRW,3,E,5,,clear
DSC07004,FRW,3,S,2.5,,clear
DSC07005,FRW,3,S,5,,clear
DSC07006,FRW,3,W,2.5,,clear
DSC07007,FRW,3,W,5,,clear
DSC07008,blank,blank,blank,blank,,clear
DSC07009,FRW,7,C,0,,clear
DSC07010,FRW,7,N,2.5,,clear
DSC07011,FRW,7,N,5,,clear
DSC07012,FRW,7,E,2.5,,clear
DSC07013,FRW,7,E,5,,clear
DSC07014,FRW,7,S,2.5,,clear
DSC07015,FRW,7,S,5,,clear
DSC07016,FRW,7,W,2.5,,clear
DSC07017,FRW,7,W,5,,clear
